7/16/2024,40:48.9,4426.45,5861.63,116.87,0.000059,0.0068,128.74,0,60.02,0.0069,0.9823,3.792929,1.392402,5860,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.738889,58.798816,58.599998,107.533333,69,0,0,11.36,0.045,0.005,0,0,8.336117,61.011829,0,614.395799,73.647483,6.993284,151.854355,0,0,0,0,107.066666,96.066666,90.400002,89.800003,89.5,89.599998,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.36,29.311,0.989347,0.984466,1.004959,0,0,32.193041,0,34402.40974
7/16/2024,40:51.9,4429.45,5864.63,116.85,0.000059,0.0068,128.74,0,60.021,0.0069,0.9819,3.706577,1.393667,5863,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.722223,58.811686,58.599998,107.533333,69,0,0,11.37,0.044,0.005,0,0,8.335688,61.081791,0,614.395799,73.647483,6.993427,151.854095,0,0,0,0,107,96.066666,90.400002,89.800003,89.5,89.566666,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.339,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.37,29.311,0.989372,0.984466,1.004983,0,0,32.193828,0,34403.25127
7/16/2024,40:54.9,4432.45,5867.63,116.8,0.000059,0.0068,128.74,0,60.024,0.0069,0.9789,4.89899,1.398031,5866,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.716667,58.824556,58.599998,107.566666,69,0,0,11.38,0.04,0.007,0,0,8.335462,61.12315,0,614.395799,73.647483,6.993903,151.853882,0,0,0,0,107,96.033333,90.400002,89.800003,89.5,89.566666,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.338,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.38,29.311,0.989583,0.984652,1.005008,0,0,32.200716,0,34410.61147
7/16/2024,40:57.9,4435.45,5870.63,116.85,0.00006,0.0068,128.74,0,60.02,0.007,0.9808,4.579832,1.397604,5869,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.716667,58.837426,58.599998,107.5,69,0,0,11.37,0.034,0.011,0,0,8.335598,61.12109,0,614.395799,73.647483,6.99387,151.853531,0,0,0,0,107,96,90.400002,89.800003,89.5,89.599998,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.339,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.37,29.311,0.989372,0.984466,1.004983,0,0,32.193828,0,34403.25127
7/16/2024,41:00.9,4438.45,5873.63,116.85,0.00006,0.0068,128.74,0,60.021,0.0069,0.9803,6.139496,1.394437,5872,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.711112,58.850148,58.602039,107.5,69,0,0,11.37,0.03,0.016,0,0,8.335536,61.142136,0,614.395799,73.647483,6.993723,151.853287,0,0,0,0,107,96,90.400002,89.800003,89.5,89.566666,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.338,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.37,29.311,0.989559,0.984652,1.004983,0,0,32.199928,0,34409.76978
7/16/2024,41:03.9,4441.45,5876.64,116.85,0.000059,0.0068,128.74,0,60.018,0.0069,0.9818,4.131313,1.391528,5875,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.694445,58.861835,58.610203,107.5,69,0,0,11.37,0.027,0.019,0,0,8.335738,61.132744,0,614.395799,73.647483,6.994297,151.853027,0,0,0,0,106.933334,96,90.400002,89.800003,89.5,89.533333,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.338,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.37,29.311,0.989559,0.984652,1.004983,0,0,32.199928,0,34409.76978
7/16/2024,41:06.9,4444.45,5879.64,116.84,0.000059,0.0068,128.74,0,60.018,0.0069,0.982,5.558923,1.391647,5878,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.711112,58.871894,58.630611,107.466667,69,0,0,11.37,0.021,0.025,0,0,8.335683,61.150681,0,614.395799,73.647483,6.9944,151.852798,0,0,0,0,106.900002,96.033333,90.400002,89.800003,89.533333,89.599998,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.338,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.37,29.311,0.989559,0.984652,1.004983,0,0,32.199928,0,34409.76978
7/16/2024,41:09.9,4447.45,5882.64,116.79,0.000059,0.0068,128.74,0,60.017,0.0069,0.9817,5.457912,1.393356,5881,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.68889,58.881066,58.648979,107.400002,69,0,0,11.36,0.021,0.028,0,0,8.335746,61.160954,0,614.395799,73.647483,6.995047,151.852463,0,0,0,0,106.900002,96.033333,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.04,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.36,29.311,0.989347,0.984466,1.004959,0,0,32.193041,0,34402.40974
7/16/2024,41:12.9,4450.45,5885.64,116.86,0.00006,0.0068,128.74,0,60.014,0.007,0.9808,4.714286,1.395174,5884,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.677779,58.889942,58.665306,107.400002,69,0,0,11.38,0.021,0.027,0,0,8.335616,61.189957,0,614.395799,73.647483,6.99513,151.852173,0,0,0,0,106.866669,96,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.339,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.38,29.311,0.989583,0.984652,1.005008,0,0,32.200716,0,34410.61147
7/16/2024,41:15.9,4453.45,5888.64,116.82,0.00006,0.0068,128.74,0,60.013,0.007,0.9788,6.59799,1.397791,5887,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.683334,58.898818,58.683674,107.366669,69,0,0,11.37,0.02,0.03,0,0,8.335608,61.206284,0,614.395799,73.647483,6.995491,151.851944,0,0,0,0,106.900002,96,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.337,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.37,29.311,0.989559,0.984652,1.004983,0,0,32.199928,0,34409.76978
7/16/2024,41:18.9,4456.45,5891.64,116.84,0.000059,0.0068,128.74,0,60.011,0.0069,0.9819,4.621212,1.3943,5890,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.677779,58.907694,58.695919,107.300003,69,0,0,11.36,0.022,0.029,0,0,8.33611,61.15416,0,614.395799,73.647483,6.995871,151.851608,0,0,0,0,106.866669,96,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.339,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.36,29.311,0.989347,0.984466,1.004959,0,0,32.193041,0,34402.40974
7/16/2024,41:21.9,4459.45,5894.64,116.82,0.00006,0.0068,128.74,0,60.009,0.007,0.9796,4.393277,1.390344,5893,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.661112,58.916569,58.700001,107.300003,69,0,0,11.39,0.024,0.029,0,0,8.335838,61.20541,0,614.395799,73.647483,6.995875,151.85141,0,0,0,0,106.800003,96,90.366669,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.337,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.39,29.311,0.989608,0.984652,1.005032,0,0,32.201503,0,34411.45316
7/16/2024,41:24.9,4462.45,5897.64,116.84,0.00006,0.0068,128.74,0,60.011,0.007,0.9816,5.322689,1.393273,5896,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.655557,58.925593,58.700001,107.300003,69,0,0,11.37,0.027,0.029,0,0,8.335684,61.239304,0,614.395799,73.647483,6.995834,151.85112,0,0,0,0,106.800003,96,90.333336,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.338,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.37,29.311,0.989372,0.984466,1.004983,0,0,32.193828,0,34403.25127
7/16/2024,41:27.9,4465.45,5900.64,116.89,0.00006,0.0068,128.74,0,60.012,0.007,0.9793,5.582215,1.396954,5899,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.672223,58.935208,58.700001,107.300003,69,0,0,11.38,0.029,0.025,0,0,8.335471,61.280735,0,614.395799,73.647483,6.996516,151.850891,0,0,0,0,106.833336,96,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.338,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.38,29.311,0.989583,0.984652,1.005008,0,0,32.200716,0,34410.61147
7/16/2024,41:30.9,4468.45,5903.64,116.88,0.00006,0.0068,128.74,0,60.013,0.007,0.9798,6.611765,1.399127,5902,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.650002,58.945711,58.700001,107.300003,69,0,0,11.38,0.032,0.022,-0.001,0,8.335522,61.288425,0,614.395799,73.647483,6.99613,151.850677,0,0,0,0,106.800003,96,90.300003,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.38,29.311,0.989396,0.984466,1.005008,0,0,32.194615,0,34404.0928
7/16/2024,41:33.9,4471.45,5906.64,116.88,0.00006,0.0068,128.74,0,60.014,0.007,0.9818,4.596639,1.397245,5905,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.655557,58.957101,58.700001,107.300003,69,0,0,11.39,0.036,0.021,0,0,8.335402,61.316875,0,614.395799,73.647483,6.996549,151.850296,0,0,0,0,106.800003,96,90.333336,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.39,29.311,0.989608,0.984652,1.005032,0,0,32.201503,0,34411.45316
7/16/2024,41:36.9,4474.45,5909.64,116.83,0.00006,0.0068,128.74,0,60.013,0.007,0.98,7.184874,1.391766,5908,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.655557,58.969675,58.700001,107.300003,69,0,0,11.39,0.039,0.018,0,0,8.335577,61.312565,0,614.395799,73.647483,6.997514,151.850082,0,0,0,0,106.800003,96,90.333336,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.338,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.39,29.311,0.98942,0.984466,1.005032,0,0,32.195403,0,34404.93433
7/16/2024,41:39.9,4477.45,5912.64,116.77,0.000059,0.0068,128.74,0,60.013,0.0069,0.9825,3.291737,1.391453,5911,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.655557,58.982545,58.700001,107.233332,69,0,0,11.38,0.042,0.015,0,0,8.335582,61.32349,0,614.395799,73.647483,6.996746,151.849792,0,0,0,0,106.800003,96,90.333336,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.338,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.38,29.311,0.989583,0.984652,1.005008,0,0,32.200716,0,34410.61147
7/16/2024,41:42.9,4480.45,5915.65,116.82,0.00006,0.0068,128.74,0,60.01,0.0069,0.9822,4.216807,1.392484,5914,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.655557,58.995414,58.700001,107.199997,69,0,0,11.39,0.045,0.01,0,0,8.335343,61.369587,0,614.395799,73.647483,6.997204,151.849548,0,0,0,0,106.800003,96,90.333336,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.338,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.39,29.311,0.98942,0.984466,1.005032,0,0,32.195403,0,34404.93433
7/16/2024,41:45.9,4483.45,5918.65,116.78,0.00006,0.0068,128.74,0,60.012,0.0069,0.9803,5.835294,1.396129,5917,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.650002,59.008284,58.702042,107.199997,69,0,0,11.39,0.044,0.01,0,0,8.33536,61.37907,0,614.395799,73.647483,6.997825,151.849304,0,0,0,0,106.800003,96,90.300003,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.34,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.39,29.311,0.989608,0.984652,1.005032,0,0,32.201503,0,34411.45316
7/16/2024,41:48.9,4486.45,5921.65,116.84,0.00006,0.0068,128.74,0,60.012,0.007,0.9798,6.684564,1.397723,5920,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.655557,59.021154,58.720409,107.166664,69,0,0,11.38,0.045,0.008,0,0,8.335325,61.396023,0,614.395799,73.647483,6.99865,151.849014,0,0,0,0,106.800003,96,90.300003,89.800003,89.5,89.533333,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.339,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.38,29.311,0.989583,0.984652,1.005008,0,0,32.200716,0,34410.61147
7/16/2024,41:51.9,4489.45,5924.65,116.77,0.000059,0.0068,128.74,0,60.009,0.0069,0.9826,2.733558,1.393594,5923,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.672223,59.034763,58.75102,107.099998,69,0,0,11.37,0.045,0.007,0,0,8.335661,61.369228,0,614.395799,73.647483,6.998185,151.848755,0,0,0,0,106.800003,96,90.366669,89.800003,89.533333,89.533333,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.37,29.311,0.989372,0.984466,1.004983,0,0,32.193828,0,34403.25127
7/16/2024,41:54.9,4492.45,5927.65,116.76,0.000059,0.0068,128.74,0,60.007,0.0069,0.9817,5.127946,1.391059,5926,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.650002,59.048372,58.77551,107.099998,69,0,0,11.39,0.045,0.004,0,0,8.335733,61.373173,0,614.395799,73.647483,6.998058,151.848495,0,0,0,0,106.800003,96,90.300003,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.338,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.39,29.311,0.98942,0.984466,1.005032,0,0,32.195403,0,34404.93433
7/16/2024,41:57.9,4495.45,5930.65,116.76,0.000059,0.0068,128.74,0,60.004,0.0069,0.9804,4.816498,1.395855,5929,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.655557,59.062721,58.789795,107.099998,69,0,0,11.38,0.043,0.005,0,0,8.335505,61.416512,0,614.395799,73.647483,6.997433,151.848267,0,0,0,0,106.800003,96.033333,90.300003,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.338,70.05,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.38,29.311,0.989396,0.984466,1.005008,0,0,32.194615,0,34404.0928
7/16/2024,42:00.9,4498.45,5933.65,116.76,0.000059,0.0068,128.74,0,60,0.0069,0.9818,3.979798,1.397653,5932,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.650002,59.07707,58.795918,107.033333,69,0,0,11.39,0.044,0.005,0,0,8.336026,61.361526,0,614.395799,73.647483,6.998911,151.848007,0,0,0,0,106.800003,96,90.300003,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.337,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.39,29.311,0.989608,0.984652,1.005032,0,0,32.201503,0,34411.45316
7/16/2024,42:03.9,4501.45,5936.65,116.8,0.000059,0.0068,128.74,0,59.999,0.0069,0.9792,5.516835,1.391866,5935,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.672223,59.090828,58.799999,107,69,0,0,11.39,0.044,0.005,0,0,8.335944,61.389019,0,614.395799,73.647483,6.998767,151.847702,0,0,0,0,106.800003,96.066666,90.333336,89.800003,89.5,89.533333,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.39,29.311,0.98942,0.984466,1.005032,0,0,32.195403,0,34404.93433
7/16/2024,42:06.9,4504.45,5939.65,116.77,0.000059,0.0068,128.74,0,59.997,0.0069,0.9795,6.301347,1.393594,5938,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.683334,59.104585,58.799999,107,69,0,0,11.38,0.044,0.005,0,0,8.335476,61.461838,0,614.395799,73.647483,6.999177,151.847519,0,0,0,0,106.800003,96.099998,90.333336,89.800003,89.533333,89.533333,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.338,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.38,29.311,0.989396,0.984466,1.005008,0,0,32.194615,0,34404.0928
7/16/2024,42:09.9,4507.45,5942.65,116.77,0.000059,0.0068,128.74,0,59.994,0.0069,0.9803,4.915825,1.397791,5941,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.683334,59.118342,58.799999,106.966667,69,0,0,11.38,0.044,0.005,0.001,0,8.335544,61.465984,0,614.395799,73.647483,6.999518,151.847168,0,0,0,0,106.800003,96.133331,90.333336,89.800003,89.533333,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.339,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.38,29.312,0.989429,0.984466,1.005041,0,0,32.195683,0,34405.23389
7/16/2024,42:12.9,4510.45,5945.65,116.76,0.000059,0.0068,128.74,0,59.991,0.0069,0.9818,3.759259,1.393714,5944,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.694445,59.132248,58.799999,106.900002,69,0,0,11.39,0.045,0.005,0,0,8.335259,61.515228,0,614.395799,73.647483,6.999385,151.846924,0,0,0,0,106.800003,96.133331,90.366669,89.800003,89.5,89.566666,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.338,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.39,29.312,0.98964,0.984652,1.005066,0,0,32.202571,0,34412.59446
7/16/2024,42:15.9,4513.45,5948.65,116.74,0.000059,0.0068,128.74,0,59.989,0.0069,0.9812,4.240741,1.392325,5947,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.68889,59.146597,58.799999,106.900002,69,0,0,11.39,0.046,0.005,0,0,8.335316,61.521301,0,614.395799,73.647483,6.999654,151.846741,0,0,0,0,106.800003,96.166664,90.333336,89.800003,89.533333,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.339,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.39,29.312,0.989453,0.984466,1.005066,0,0,32.196471,0,34406.07542
7/16/2024,42:18.9,4516.45,5951.65,116.79,0.000059,0.0068,128.74,0,59.987,0.0069,0.9802,4.579125,1.396524,5950,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.683334,59.160799,58.799999,106.900002,69,0,0,11.39,0.044,0.008,0,0,8.335373,61.527515,0,614.395799,73.647483,6.999493,151.846466,0,0,0,0,106.800003,96.099998,90.366669,89.800003,89.5,89.533333,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.338,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.39,29.312,0.989453,0.984466,1.005066,0,0,32.196471,0,34406.07542
7/16/2024,42:21.9,4519.45,5954.65,116.77,0.00006,0.0068,128.74,0,59.984,0.0069,0.9801,6.408403,1.397277,5953,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.700001,59.175,58.799999,106.833336,69,0,0,11.4,0.045,0.007,0,0,8.33514,61.573372,0,614.395799,73.647483,7.000095,151.846207,0,0,0,0,106.800003,96.099998,90.366669,89.800003,89.566666,89.566666,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.4,29.312,0.989665,0.984652,1.00509,0,0,32.203359,0,34413.43607
7/16/2024,42:24.9,4522.45,5957.65,116.81,0.00006,0.0068,128.74,0,59.981,0.007,0.9801,5.887395,1.394144,5956,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.683334,59.188462,58.799999,106.800003,69,0,0,11.39,0.045,0.01,0,0,8.335187,61.57922,0,614.395799,73.647483,7.000445,151.845947,0,0,0,0,106.800003,96.099998,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.39,29.312,0.98964,0.984652,1.005066,0,0,32.202571,0,34412.59446
7/16/2024,42:27.9,4525.45,5960.66,116.78,0.000059,0.0068,128.74,0,59.983,0.0069,0.9815,6.402357,1.391334,5959,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.677779,59.201775,58.799999,106.800003,69,0,0,11.38,0.041,0.014,0,0,8.335145,61.600571,0,614.395799,73.647483,7.000329,151.845749,0,0,0,0,106.800003,96.066666,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.338,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.099998,11.38,29.312,0.989616,0.984652,1.005041,0,0,32.201784,0,34411.75277
7/16/2024,42:30.9,4528.45,5963.66,116.75,0.000059,0.0068,128.74,0,59.983,0.0069,0.9808,4.782828,1.395974,5962,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.683334,59.215089,58.799999,106.800003,69,0,0,11.39,0.037,0.017,0,0,8.33511,61.616234,0,614.395799,73.647483,7.000556,151.845474,0,0,0,0,106.800003,96.099998,90.366669,89.800003,89.5,89.533333,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.85,29.339,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.39,29.312,0.989453,0.984466,1.005066,0,0,32.196471,0,34406.07542
7/16/2024,42:33.9,4531.45,5966.66,116.79,0.00006,0.0068,128.74,0,59.981,0.007,0.9784,6.315436,1.398836,5965,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.683334,59.228402,58.799999,106.766668,69,0,0,11.37,0.034,0.021,0,0,8.334933,61.654121,0,614.395799,73.647483,7.001068,151.845245,0,0,0,0,106.800003,96.099998,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.2,0.86,29.338,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.37,29.312,0.989404,0.984466,1.005017,0,0,32.194896,0,34404.39236
7/16/2024,42:36.9,4534.45,5969.66,116.73,0.000059,0.0068,128.74,0,59.984,0.0069,0.9808,5.102694,1.393558,5968,15.175,0,0,4,Test Complete.... Waiting for Delay Cutout....,93.694445,59.241716,58.799999,106.733332,69,0,0,11.38,0.031,0.024,0,0,8.33497,61.65926,0,614.395799,73.647483,7.001432,151.845001,0,0,0,0,106.866669,96.099998,90.400002,89.800003,89.5,89.5,0,0,0,0,0,1068.629,1050.043,1386.263,0.594,92.355,6.894,0.378,0.039,0,0.319,0,0.009,0.005,0.001,0,30.19,0.86,29.339,70.06,0,0,100.602,NatG-1,0,107506.1929,,0,921.42,0,32.539671,68.199997,11.38,29.312,0.989429,0.984466,1.005041,0,0,32.195683,0,34405.23389
